"a_Name","City","State","Region","Profit_Status_","Year","Total_Revenue","Net_Income","Net_Patient_Revenue","Total_Operating_Expense","Operating_Income","Interest_Expense","Bad_Debt","Total_Assets","Total_Liabilities","Net_Assets_Equity","LongTerm_Liabilities","Current_Assets","Current_Liabilities","Net_Patient_Accounts_Receivable","Total_Operating_Revenue","Cash_and_Cash_Equivalents","Depreciation_and_Amortization","EBITDA_EBIDA","Audited_by"
"Appalachian Regional Healthcare, Inc. (KY)","Lexington","KY","South","Not-For-Profit","2012","547662051","19068250","513776682","528593801","9260243","5534758","69603090","452859028","442396451","10462577","274028031","204363624","168368420","71276422","537854044","","","",""
"Appalachian Regional Healthcare, Inc. (KY)","Lexington","KY","South","Not-For-Profit","2011","515808431","15523116","487579842","500285315","12561470","5894948","65944147","410245827","355266701","54979126","195771993","181128632","159494708","68559348","512846785","","","",""
"Archbold Medical Center (GA)","Thomasville","GA","South","Not-For-Profit","2016","375679738","18573748","358476109","357105990","6180960","4799902","63393504","719501727","180228238","539273489","126632612","127054877","53595626","62861169","363286950","47977530","25709801","36690663",""
"Archbold Medical Center (GA)","Thomasville","GA","South","Not-For-Profit","2015","345426011","14902395","346567016","330523616","20648944","4707149","59511575","697596779","178845823","518750956","126425036","129193043","52420787","57860996","351172560","56112251","24887475","50243568",""
"Archbold Medical Center (GA)","Thomasville","GA","South","Not-For-Profit","2014","338775341","20688947","322286880","318086394","10760816","4778808","62912799","685776751","182920440","502856311","130468976","97530861","52451464","55454686","328847210","27160906","23728746","39268370",""
"Archbold Medical Center (GA)","Thomasville","GA","South","Not-For-Profit","2013","336804524","24664115","315423619","312140409","11195431","4855924","41722964","670816831","190692897","480123934","133509645","86045293","57183252","51608027","323335840","","","",""
"Archbold Medical Center (GA)","Thomasville","GA","South","Not-For-Profit","2012","335581343","31114893","307884511","304466450","14697712","2576342","38221924","645514794","189545448","455969346","134706664","99832609","54838784","51801068","319164162","","","",""
"Archbold Medical Center (GA)","Thomasville","GA","South","Not-For-Profit","2011","303391336","22701566","293030475","280689770","20555904","1107539","53238185","613947659","190010915","423936744","133021396","110704552","56989519","47565534","301245674","","","",""
"Asante Health System (OR)","Medford","OR","West","Not-For-Profit","2017","865690000","65183000","780113000","800507000","5174000","10274000","16656000","1199550000","408167000","791383000","288007000","174148000","120160000","118891000","805681000","6667000","44649000","60097000",""
"Asante Health System (OR)","Medford","OR","West","Not-For-Profit","2016","836690000","79446000","765163000","757244000","38736000","10156000","11191000","1143859000","421989000","721870000","308517000","187842000","113472000","90205000","795980000","54354000","40387000","89279000",""
"Asante Health System (OR)","Medford","OR","West","Not-For-Profit","2015","710963000","21711000","706403000","689252000","50276000","12455000","7144000","1072620000","432085000","640535000","305992000","197316000","126093000","98725000","739528000","41242000","38998000","101729000","KPMG"
"Asante Health System (OR)","Medford","OR","West","Not-For-Profit","2014","683943000","66163000","629364000","617780000","23397000","12799000","15725000","1030297000","414130000","616167000","324427000","155880000","89703000","86716000","641177000","45158000","37537000","73733000","KPMG"
"Asante Health System (OR)","Medford","OR","West","Not-For-Profit","2013","593207000","67260000","525506000","525947000","15284000","13019000","13433000","1014055000","466712000","547343000","381994000","139340000","84718000","100473000","541231000","13835000","32538000","60841000",""
"Asante Health System (OR)","Medford","OR","West","Not-For-Profit","2012","585370000","89952000","503867000","495418000","22013000","13019000","4670000","924132000","447215000","476917000","371077000","123839000","76138000","81053000","517431000","","","",""
"Asante Health System (OR)","Medford","OR","West","Not-For-Profit","2011","487681000","20276000","478280000","467405000","25619000","12560000","8741000","777291000","392163000","385128000","334090000","103860000","58073000","68551000","493024000","","","",""
"Ascension Health (MO)","St. Louis","MO","Midwest","Not-For-Profit","2017","23941714000","1861183000","20940187000","21893745000","552694000","223356000","1083661000","34320425000","13906301000","20414124000","8721849000","5167867000","5184452000","2758554000","22633225000","857605000","1083684000","1859734000","Ernst & Young LLP"
"Ascension Health (MO)","St. Louis","MO","Midwest","Not-For-Profit","2016","21378714000","477749000","20158844000","20900965000","997369000","194962000","1142289000","32433469000","13840429000","18593040000","8446224000","5393180000","5394205000","2746506000","21898334000","696237000","1032541000","2224872000","Ernst & Young LLP"
"Ascension Health (MO)","St. Louis","MO","Midwest","Not-For-Profit","2015","20330869000","637773000","18756607000","19693096000","845707000","196013000","1101118000","30844890000","11912228000","18932662000","7173076000","5027684000","4739152000","2520115000","20538803000","688228000","949477000","1991197000","Ernst & Young LLP"
"Ascension Health (MO)","St. Louis","MO","Midwest","Not-For-Profit","2014","21197747000","2049508000","17678534000","19148239000","753418000","194616000","1263526000","31298863000","12323726000","18975137000","7329589000","4573134000","4994137000","2380683000","19901657000","618418000","891043000","1839077000","Ernst & Young LLP"
"Ascension Health (MO)","St. Louis","MO","Midwest","Not-For-Profit","2013","19215489000","3198112000","15202275000","16017377000","519521000","150877000","1124409000","30047371000","12918744000","17128627000","7564975000","4781290000","5353769000","2292521000","16536898000","753555000","730757000","1401155000",""
"Ascension Health (MO)","St. Louis","MO","Midwest","Not-For-Profit","2012","15648533000","983501000","14325388000","14665032000","627608000","131310000","972171000","23775894000","10853002000","12922892000","5754549000","4370693000","5098453000","1927222000","15292640000","","","",""
"Ascension Health (MO)","St. Louis","MO","Midwest","Not-For-Profit","2011","16507189000","1524788000","13573032000","14982401000","424126000","129014000","991974000","19953059000","8146682000","11806377000","4068115000","3750820000","4078567000","1687189000","15406527000","","","",""
"Ashland Hospital Corporation d/b/a King's Daughters Medical Center (KY)","Ashland","KY","South","Not-For-Profit","2017","475381947","-1622817","453199706","495993309","-20231335","12476774","38357123","592756147","328264613","264491534","272512563","116646419","55752050","71554790","475761974","15475547","26382014","18627453",""
"Ashland Hospital Corporation d/b/a King's Daughters Medical Center (KY)","Ashland","KY","South","Not-For-Profit","2016","463738770","-3306257","440414820","467045027","-7762448","11626077","30621857","600644214","339801899","260842315","289739022","123480733","50062877","61529774","459282579","35258094","28212931","32076560",""
"Ashland Hospital Corporation d/b/a King's Daughters Medical Center (KY)","Ashland","KY","South","Not-For-Profit","2015","440032211","-24576441","436105081","464608652","-16281575","11332085","31382007","617417647","347642475","269775172","282653897","125883945","64988578","60774472","448327077","22382067","35099883","30150393",""
"Ashland Hospital Corporation d/b/a King's Daughters Medical Center (KY)","Ashland","KY","South","Not-For-Profit","2014","477431837","-31365844","448204844","508797681","-39115211","11547172","35964513","673043189","370897470","302145719","274637051","143050294","96260419","80489437","469682470","18765347","37584996","10016957",""
"Ashland Hospital Corporation d/b/a King's Daughters Medical Center (KY)","Ashland","KY","South","Not-For-Profit","2013","461225456","-61254181","467386456","522479637","-36592587","10523218","54191252","749029614","412185371","336844243","278434099","152853759","133751272","80104010","485887050","19454469","41303107","15233738",""
"Ashland Hospital Corporation d/b/a King's Daughters Medical Center (KY)","Ashland","KY","South","Not-For-Profit","2012","572764403","30041579","534448406","542722824","10037299","9960197","57279724","785452922","399634900","385818022","302010081","192324658","97624819","77087916","552760123","","","",""
"Athens Regional Health Services (GA)","Athens","GA","South","Not-For-Profit","2015","469925630","5878578","423610697","464047052","5692685","9244932","40435274","398380890","281853071","116527819","215783973","141910928","66069098","58086475","469739737","48777535","24115410","39053027","KPMG"
"Athens Regional Health Services (GA)","Athens","GA","South","Not-For-Profit","2014","428327890","-34396889","371428923","462724779","-35085332","9583069","69240264","394557767","283942347","110615420","218564725","134075406","65377622","56122022","427639447","43073933","25508588","6325","KPMG"
"Athens Regional Health Services (GA)","Athens","GA","South","Not-For-Profit","2013","432861067","4526772","383314820","428334295","3451867","10331838","66391240","436262563","291158588","145103975","228282299","165704302","62876289","87291819","431786162","48146406","25406126","39189831",""
"Athens Regional Health Services (GA)","Athens","GA","South","Not-For-Profit","2012","419305283","-2219645","377607554","421524928","-586392","11821294","28814961","437544601","297031150","140513451","239142658","150822348","57888492","93509015","420938536","","","",""
"Athens Regional Health Services (GA)","Athens","GA","South","Not-For-Profit","2011","417133675","5958796","364774416","411174879","5479806","9026986","73802147","437807435","295410318","142397117","244256323","140198239","51153995","94816263","416654685","","","",""
"AtlantiCare (NJ)","Egg Harbor Township","NJ","Northeast","Not-For-Profit","2014","710807000","64602000","683134000","646205000","50372000","9853000","35547000","1015743000","549343000","466400000","373284000","87291000","176059000","55487000","696577000","93000","43484000","103709000","Ernst & Young LLP"
"AtlantiCare (NJ)","Egg Harbor Township","NJ","Northeast","Not-For-Profit","2013","673097000","71135000","617875000","601962000","30569000","9130000","33575000","913970000","423199000","490771000","280381000","93076000","142818000","60078000","632531000","86000","46812000","86511000","Ernst & Young LLP"
"AtlantiCare (NJ)","Egg Harbor Township","NJ","Northeast","Not-For-Profit","2012","663387000","57731000","611831000","605656000","20306000","10191000","38624000","903477000","494930000","408547000","343164000","95066000","151766000","64171000","625962000","","","",""
