"Year","AHA.ID","Medicare.Provider.ID","Hospital.Name","Address.1.(physical)","City.Name.(physical)","State.(physical)","Zip.code.(physical)","Beginning.of.reporting.period","Days.open.during.reporting.period","End.of.reporting.period","Open.12.full.months.before.end.of.reporting.period","System.member","System.ID","System.Name","System.City","System.State","System.Zip","Total.hospital.beds","Admissions","Inpatient.Days","Surgical.operations.(inpatient)","Emergency.room.visits","Other.outpatient.visits.(non.ER)","Surgical.operations.(outpatient)","Total.outpatient.visits","Total.Medicaid.days","Total.Medicaid.discharges","Total.Medicare.days","Total.Medicare.discharges","Paid.on.capitated.basis","Paid.on.shared.risk.basis","Physicians.and.dentists.(FT)","Total.personnel.(FT)","Total.(NE)","Total.(TE)","Total.(TG)","Total.(TC)","Total.(TP)"
"2011","6110555","200039","MaineGeneral Medical Center-Waterville Campus","149 North Street","Waterville","ME","04901-4974","7/1/2010",365,"6/30/2011","Y","","","","","","",277,11026,53188,2237,52059,373684,8449,425743,10109,2668,32032,5740,"0","0",109,1712,"119","117","0","0","236"
"2011","6110582","200041","Inland Hospital","200 Kennedy Memorial Drive","Waterville","ME","04901-4595","9/27/2010",365,"9/26/2011","Y","Y","5990555","Eastern Maine Healthcare Systems","Brewer","ME","04412",46,1491,5463,391,15801,71378,1478,87179,672,264,3304,755,"0","0",30,449,"77","67","85","0","229"
"2011","6110605","204005","Spring Harbor Hospital","123 Andover Road","Westbrook","ME","04092-3850","",0,"","","Y","5990614","MaineHealth","Portland","ME","04101-3537",88,2361,23842,7,0,27500,43,27500,6989,611,5764,537,"","",3,195,"","","","",""
"2011","6110610","200020","York Hospital","15 Hospital Drive","York","ME","03909-1099","7/1/2010",365,"6/30/2011","Y","","","","","","",79,3721,14344,527,20232,280293,5485,300525,778,240,9426,2159,"0","0",55,697,"71","86","55","1","213"
"2011","6120001","300029","Portsmouth Regional Hospital","333 Borthwick Avenue","Portsmouth","NH","03801-7004","",0,"","","Y","5990048","HCA","Nashville","TN","37203-1548",165,6798,34391,1507,61475,96289,3038,157764,6505,1421,17616,3057,"","",6,796,"","","","",""
"2011","6120002","303027","HEALTHSOUTH Rehabilitation Hospital","254 Pleasant Street","Concord","NH","03301-2508","",0,"","","Y","5990023","HEALTHSOUTH Corporation","Birmingham","AL","35243",45,868,10708,0,0,21779,0,21779,636,79,7532,521,"","",2,218,"","","","",""
"2011","6120010","301310","Androscoggin Valley Hospital","59 Page Hill Road","Berlin","NH","03570-3531","1/1/2011",365,"12/31/2011","Y","","","","","","",25,1345,5669,220,8888,59356,1612,68244,715,228,4118,875,"0","0",16,242,"11","23","51","0","85"
"2011","6120020","301308","Valley Regional Hospital","243 Elm Street","Claremont","NH","03743-2099","10/1/2010",365,"9/30/2011","Y","","","","","","",25,1131,4605,227,13254,70658,992,83912,423,145,3083,652,"","",19,288,"19","18","0","0","37"
"2011","6120029","301300","Upper Connecticut Valley Hospital","181 Corliss Lane","Colebrook","NH","03576-9533","10/1/2010",365,"9/30/2011","Y","","","","","","",16,411,1846,4,4869,13172,257,18041,89,18,1524,345,"0","0",2,71,"42","4","5","0","51"
"2011","6120030","300001","Concord Hospital","250 Pleasant Street","Concord","NH","03301-2598","10/1/2010",365,"9/30/2011","Y","","","","","","",211,13004,54511,2938,67475,563350,6608,630825,5726,1333,28757,6179,"0","0",95,2485,"273","149","0","0","422"
"2011","6120060","304000","New Hampshire Hospital","36 Clinton Street","Concord","NH","03301-3861","7/1/2010",365,"6/30/2011","Y","","","","","","",152,2305,55517,0,0,0,0,0,0,0,0,0,"0","0",0,646,"0","7","12","0","19"
"2011","6120080","300018","Wentworth-Douglass Hospital","789 Central Avenue","Dover","NH","03820-2589","1/1/2011",365,"12/31/2011","Y","","","","","","",128,6958,28019,1604,52547,172293,5700,224840,2912,760,15856,3475,"0","0",0,1020,"173","72","41","9","295"
"2011","6120090","300017","Parkland Medical Center","One Parkland Drive","Derry","NH","03038-2750","",0,"","","Y","5990048","HCA","Nashville","TN","37203-1548",82,3096,11745,1700,39775,66379,4310,106154,1011,453,8004,1674,"","",3,378,"","","","",""
"2011","6120110","300023","Exeter Hospital","5 Alumni Drive","Exeter","NH","03833","10/1/2010",365,"9/30/2011","Y","","","","","","",99,5781,22508,1405,34574,140636,4387,175210,1378,391,14001,3188,"0","0",0,766,"110","104","74","0","288"
"2011","6120130","301306","Franklin Regional Hospital","15 Aiken Avenue","Franklin","NH","03235-1299","10/1/2010",365,"9/30/2011","Y","Y","5990320","LRGHealthcare","Laconia","NH","03246-3298",25,998,4605,82,11284,60922,897,72206,277,55,3493,715,"0","0",9,130,"2","9","27","0","38"
"2011","6120145","304001","Hampstead Hospital","218 East Road","Hampstead","NH","03841-2228","",0,"","","","","","","","",60,1610,16256,4,0,18750,30,18750,4765,417,3930,366,"","",2,133,"","","","",""
"2011","6120155","","Crotched Mountain Rehabilitation Center","1 Verney Drive","Greenfield","NH","03047-5000","7/1/2010",365,"6/30/2011","Y","","","","","","",181,161,53922,0,0,6446,0,6446,14253,41,410,3,"0","0",3,576,"0","3","0","1","4"
"2011","6120170","300003","Dartmouth-Hitchcock Medical Center","One Medical Center Drive","Lebanon","NH","03756-0001","10/1/2010",365,"9/30/2011","Y","","","","","","",381,19708,113325,8590,31295,763337,11185,794632,53252,3307,53252,8844,"0","18",411,5326,"0","515","0","0","515"
"2011","6120180","300019","Cheshire Medical Center","580 Court Street","Keene","NH","03431-1718","10/1/2010",365,"9/30/2011","Y","","","","","","",140,4352,20604,609,27838,129908,3414,157746,2528,573,10921,2150,"0","0",0,987,"0","108","0","0","108"
"2011","6120190","300005","Lakes Region General Hospital","80 Highland Street","Laconia","NH","03246-3298","10/1/2010",365,"9/30/2011","Y","Y","5990320","LRGHealthcare","Laconia","NH","03246-3298",104,4359,23793,1613,21257,137793,9474,159050,2409,755,16768,2535,"0","0",30,625,"17","34","77","0","128"
"2011","6120210","301303","Weeks Medical Center","173 Middle Street","Lancaster","NH","03584-3561","10/1/2010",365,"9/30/2011","Y","","","","","","",25,858,3681,95,6748,70326,1024,77074,191,56,2845,615,"0","0",0,286,"1","19","2","0","29"
"2011","6120220","301305","Alice Peck Day Memorial Hospital","10 Alice Peck Day Drive","Lebanon","NH","03766-2650","10/1/2010",365,"9/30/2011","Y","","","","","","",25,990,5145,313,8757,83828,1692,92585,551,247,3687,485,"0","0",21,264,"73","36","0","0","109"
"2011","6120225","300034","Catholic Medical Center","100 McGregor Street","Manchester","NH","03102-3770","7/1/2010",365,"6/30/2011","Y","","","","","","",233,9841,47486,3852,36875,238550,6741,275425,3928,1471,21292,4266,"0","0",40,1127,"169","35","48","7","259"
"2011","6120230","301302","Littleton Regional Hospital","600 Saint Johnsbury Road","Littleton","NH","03561-3436","10/1/2010",365,"9/30/2011","Y","","","","","","",25,1584,5506,555,9104,49215,2320,58319,497,212,3295,778,"0","0",18,305,"25","0","32","27","84"
"2011","6120240","300012","Elliot Hospital","One Elliot Way","Manchester","NH","03103-3599","7/1/2010",365,"6/30/2011","Y","","","","","","",279,12405,59374,3067,57351,437205,4810,494556,7409,1630,27042,4597,"0","0",147,1908,"","","","","520"
"2011","6120275","","Veterans Affairs Medical Center","718 Smyth Road","Manchester","NH","03104-4098","",0,"","","Y","5999295","Department of Veterans Affairs","Washington","DC","20420",90,3043,22580,0,0,338942,0,338942,0,0,0,0,"","",53,1186,"","","","",""
"2011","6120290","300020","Southern New Hampshire Medical Center","8 Prospect Street","Nashua","NH","03060-3925","10/1/2010",365,"9/30/2011","Y","","","","","","",166,8540,36384,1636,45278,186917,4167,232195,4668,999,15433,3258,"0","0",11,1002,"100","210","0","0","310"
"2011","6120300","300011","St. Joseph Hospital","172 Kinsley Street","Nashua","NH","03061-2013","1/1/2011",365,"12/31/2011","Y","Y","5995885","Covenant Health Systems, Inc.","Tewksbury","MA","01876-1293",144,6490,34388,1219,33978,167298,3963,201276,1379,282,23682,3830,"0","0",3,740,"","","","","351"
"2011","6120310","301304","New London Hospital","273 County Road","New London","NH","03257-4570","10/1/2010",365,"9/30/2011","Y","","","","","","",83,1113,23347,212,7516,171520,1720,179036,11665,42,4924,784,"0","0",26,395,"54","30","44","16","142"
"2011","6120330","301307","Memorial Hospital","3073 White Mountain Highway","North Conway","NH","03860-7101","7/1/2010",365,"6/30/2011","Y","","","","","","",70,1640,20936,376,12584,47351,2293,59935,12574,196,2577,647,"0","0",18,300,"29","21","78","4","132"
"2011","6120340","301309","Monadnock Community Hospital","452 Old Street Road","Peterborough","NH","03458-1295","10/1/2010",365,"9/30/2011","Y","","","","","","",25,1415,4912,283,14187,63515,1358,77702,605,257,2952,720,"0","0",19,455,"0","32","39","0","71"
"2011","6120350","301311","Speare Memorial Hospital","16 Hospital Road","Plymouth","NH","03264-1199","7/1/2010",365,"6/30/2011","Y","","","","","","",25,1277,4522,361,18221,57004,1877,75225,415,165,2913,658,"0","0",17,219,"38","20","28","6","92"
"2011","6120370","303026","Northeast Rehabilitation Hospital","70 Butler Street","Salem","NH","03079-3925","1/1/2011",365,"12/31/2011","Y","","","","","","",135,1778,24911,0,0,172289,0,172289,692,45,19481,1383,"0","0",0,400,"87","0","0","0","87"
"2011","6120380","300014","Frisbie Memorial Hospital","11 Whitehall Road","Rochester","NH","03867-3297","10/1/2010",365,"9/30/2011","Y","","","","","","",82,3586,14809,1426,30866,106998,5279,137864,1905,457,9101,1917,"0","0",51,613,"0","60","0","0","60"
"2011","6120410","301312","Huggins Hospital","240 South Main Street","Wolfeboro","NH","03894-4455","10/1/2010",365,"9/30/2011","Y","","","","","","",52,1279,10670,210,14039,129784,1246,143823,137,68,7137,930,"0","0",0,342,"63","19","30","6","118"
"2011","6120420","301301","Cottage Hospital","90 Swiftwater Road","Woodsville","NH","03785-2001","10/1/2010",365,"9/30/2011","Y","","","","","","",25,736,2554,177,7323,40877,984,48200,505,116,1556,405,"0","0",5,158,"42","7","65","0","114"
"2011","6130001","470003","Fletcher Allen Health Care","111 Colchester Avenue","Burlington","VT","05401-1473","10/1/2010",365,"9/30/2011","Y","","","","","","",419,19800,111922,6498,60484,1252452,15757,1312936,24677,3710,49629,8476,"1","14",420,4898,"185","564","0","0","749"
"2011","6130015","470001","Central Vermont Medical Center","130 Fisher Road","Berlin","VT","05602-9516","10/1/2010",365,"9/30/2011","Y","","","","","","",240,3775,69444,695,28340,269453,5224,297793,29834,801,16386,1938,"","",15,630,"","","","",""
"2011","6130040","470012","Southwestern Vermont Medical Center","100 Hospital Drive","Bennington","VT","05201-5004","10/1/2010",365,"9/30/2011","Y","","","","","","",77,3933,14321,970,23983,228497,3188,252480,1853,794,9525,2399,"0","10",45,610,"73","6","99","10","188"
"2011","6130060","470011","Brattleboro Memorial Hospital","17 Belmont Avenue","Brattleboro","VT","05301-3498","10/1/2010",365,"9/30/2011","Y","","","","","","",32,1675,6649,514,12685,77800,1875,90485,930,317,4043,825,"0","",17,235,"27","31","11","38","107"
"2011","6130070","474001","Brattleboro Retreat","Anna Marsh Lane","Brattleboro","VT","05301","1/1/2011",365,"12/31/2011","Y","","","","","","",84,2987,28961,0,0,30129,0,30129,8490,773,7002,679,"","",5,292,"","","","",""
"2011","6130120","471307","Porter Medical Center","115 Porter Drive","Middlebury","VT","05753-8423","10/1/2010",365,"9/30/2011","Y","","","","","","",25,1554,4805,671,26768,112436,3012,139204,706,255,2817,826,"","",23,309,"","","","",""
"2011","6130140","471305","Copley Hospital","528 Washington Highway","Morrisville","VT","05661-8973","10/1/2010",365,"9/30/2011","Y","","","","","","",25,1639,4845,388,12897,57349,1604,70246,586,246,3199,909,"0","0",10,276,"45","20","41","24","130"
"2011","6130150","471304","North Country Hospital and Health Center","189 Prouty Drive","Newport","VT","05855-9326","10/1/2010",365,"9/30/2011","Y","","","","","","",25,1637,5476,402,15875,66604,2980,82479,957,352,3528,943,"0","0",35,442,"7","34","0","3","44"
"2011","6130200","471301","Gifford Medical Center","44 South Main Street","Randolph","VT","05060-1381","10/1/2010",365,"9/30/2011","Y","","","","","","",82,1595,17060,633,7374,62333,3460,69707,11134,426,4007,914,"0","0",26,316,"11","47","0","20","78"
"2011","6130210","470005","Rutland Regional Medical Center","160 Allen Street","Rutland","VT","05701-4595","10/1/2010",365,"9/30/2011","Y","","","","","","",134,6239,33643,1513,27964,146715,3269,174679,5286,1296,19394,3584,"","",38,752,"","","","","18"
"2011","6130212","470024","Northwestern Medical Center","133 Fairfield Street","Saint Albans","VT","05478-1726","",0,"","","Y","5990002","QHR","Brentwood","TN","37027",20,1645,6194,321,18803,92560,2407,111363,599,191,3957,975,"","",9,330,"","","","",""
"2011","6130225","471303","Northeastern Vermont Regional Hospital","1315 Hospital Drive","Saint Johnsbury","VT","05819-9962","10/1/2010",365,"9/30/2011","Y","","","","","","",25,1505,4894,160,15797,138133,3128,153930,1388,484,2890,689,"0","0",15,253,"9","24","49","34","116"
"2011","6130250","471306","Springfield Hospital","25 Ridgewood Road","Springfield","VT","05156-2003","",0,"","","","","","","","",35,2262,8715,432,37476,157409,1937,194885,1280,371,5109,1203,"","",9,296,"","","","",""
"2011","6130255","471300","Grace Cottage Hospital","185 Grafton Road","Townshend","VT","05353-0216","10/1/2010",365,"9/30/2011","Y","","","","","","",19,526,4086,0,2887,41353,0,44240,117,21,3424,420,"0","0",6,115,"48","10","0","1","59"
"2011","6130270","","Veterans Affairs Medical Center","215 North Main Street","White River Junction","VT","05009-0001","10/1/2010",365,"9/30/2011","Y","Y","5999295","Department of Veterans Affairs","Washington","DC","20420",60,2408,14589,521,3217,225415,1564,228632,0,0,0,0,"0","0",33,742,"","","","",""
"2011","6130290","471302","Mt. Ascutney Hospital and Health Center","289 County Road","Windsor","VT","05089-9702","10/1/2010",365,"9/30/2011","Y","","","","","","",60,1156,18456,61,5333,85098,540,90431,8000,65,6809,868,"1","0",12,262,"29","28","17","5","79"
"2011","6140002","220035","North Shore Medical Center","81 Highland Avenue","Salem","MA","01970-2714","10/1/2010",365,"9/30/2011","Y","Y","5991785","Partners HealthCare System, Inc.","Boston","MA","02199-8001",395,19467,92914,4409,90149,544838,7955,634987,11902,2624,53860,10265,"13","11",0,2031,"0","228","0","426","654"
"2011","6140004","223030","HEALTHSOUTH Rehabilitation Hospital of Western Massachusetts","14 Chestnut Place","Ludlow","MA","01056-3476","",0,"","","Y","5990023","HEALTHSOUTH Corporation","Birmingham","AL","35243",53,1247,15586,0,0,34119,0,34119,1342,183,10621,674,"","",1,130,"","","","",""
"2011","6140005","220175","MetroWest Medical Center","115 Lincoln Street","Framingham","MA","01702-6342","7/1/2010",365,"6/30/2011","Y","Y","5990193","Vanguard Health System","Nashville","TN","37215",160,14625,60211,2046,62888,329388,7768,392276,8412,2094,32218,7333,"0","",5,1021,"","","","",""
"2011","6140006","220082","Saints Medical Center","1 Hospital Drive","Lowell","MA","01852-1311","10/1/2010",365,"9/30/2011","Y","","","","","","",102,6531,25563,1339,43437,171889,3007,215326,2961,791,17218,4138,"3","0",23,681,"","","","",""
"2011","6140007","220111","Good Samaritan Medical Center","235 North Pearl Street","Brockton","MA","02301-1794","10/1/2010",365,"9/30/2011","Y","Y","5990141","Steward Health Care System, LLC","Boston","MA","02116-3740",189,11916,61167,3720,38983,155547,8746,194530,11925,2074,32457,5705,"0","0",13,604,"","","","",""
"2011","6140008","220001","Health Alliance Hospitals","60 Hospital Road","Leominster","MA","01453-8004","10/1/2010",365,"9/30/2011","Y","Y","5990224","UMass Memorial Health Care, Inc.","Worcester","MA","01605-2982",83,6949,23596,1193,59200,195501,3961,254701,3907,1204,16727,3465,"0","11",0,522,"305","0","80","0","385"
"2011","6140010","220031","Boston Medical Center","1 Boston Medical Center Place","Boston","MA","02118-2908","10/1/2010",365,"9/30/2011","Y","","","","","","",474,26874,124044,7021,128231,816223,12170,944454,52492,11085,44456,8871,"0","0",0,4456,"839","787","0","0","1626"
"2011","6140011","220070","Hallmark Health System","585 Lebanon Street","Melrose","MA","02176","10/1/2010",365,"9/30/2011","Y","","","","","","",297,14949,73722,2009,62562,500592,5424,563154,7767,1562,49773,9345,"0","2",45,1238,"0","0","84","0","84"
"2011","6140012","220011","Cambridge Health Alliance","1493 Cambridge Street","Cambridge","MA","02139-1099","7/1/2010",365,"6/30/2011","Y","","","","","","",229,11582,61039,1124,95858,541470,4795,637328,19534,3656,26457,4712,"","6",75,2502,"0","271","0","0","271"
"2011","6140013","220086","Beth Israel Deaconess Medical Center","330 Brookline Avenue","Boston","MA","02215-5491","10/1/2010",365,"9/30/2011","Y","","","","","","",642,37308,189242,12068,56789,538439,13929,595228,26328,5095,80542,15504,"0","1",3,6154,"1126","0","962","0","2088"
"2011","6140014","222045","Kindred Hospital-Boston","1515 Commonwealth Avenue","Brighton","MA","02135-3617","1/1/2011",365,"12/31/2011","Y","Y","5990026","Kindred Healthcare","Louisville","KY","40202-2412",59,443,11680,0,0,0,0,0,335,65,7076,240,"","",1,112,"","","","",""
"2011","6140016","220074","Southcoast Hospitals Group","363 Highland Avenue","Fall River","MA","02720-3703","10/1/2010",365,"9/30/2011","Y","","","","","","",742,41443,202810,8522,181205,793966,13008,975171,31631,8037,120656,22962,"0","1",1,2553,"","","","","470"
"2011","6140017","220033","Beverly Hospital","85 Herrick Street","Beverly","MA","01915-1777","10/1/2010",365,"9/30/2011","Y","","","","","","",348,16172,66620,2519,62835,401479,7979,464314,17432,3787,47438,9381,"1","12",24,1427,"","","","","689"
"2011","6140021","222043","New Bedford Rehabilitation Hospital","4499 Acushnet Avenue","New Bedford","MA","02745","",0,"","","Y","5990299","Vibra Healthcare","Mechanicsburg","PA","17055",90,1547,22904,0,0,15317,0,15317,1973,227,15608,837,"","",2,276,"","","","",""
"2011","6140022","223032","Spaulding Rehabilitation Hospital Cape Cod","311 Service Road","East Sandwich","MA","02537-1370","10/1/2010",365,"9/30/2011","Y","Y","5991785","Partners HealthCare System, Inc.","Boston","MA","02199-8001",60,1024,14030,0,0,85158,0,85158,716,42,10151,755,"0","0",0,102,"71","0","0","7","78"
"2011","6140023","222048","Whittier Rehabilitation Hospital","150 Flanders Road","Westborough","MA","01581","",0,"","","Y","5990646","Whittier Health Network","Haverhill","MA","01832-5721",74,2876,14833,0,0,21063,0,21063,1277,421,10108,1555,"","",2,301,"","","","",""
