"a_Name","Year","Total_Revenue","NPR","HMA_System_Name","HMA_Member"
"Samaritan Health Partners (OH)","2011",426586000,419605000,NA,NA
"Samaritan Health Services (OR)","2011",745433000,516524000,NA,NA
"San Juan Regional Medical Center (NM)","2011",247479750,231960097,NA,NA
"Sanford Health (SD)","2011",2317453000,1950026000,NA,NA
"Sarasota Memorial Health Care System (FL)","2011",566958801,499562185,NA,NA
"Scott & White Health Care System ( Merged with Baylor) (TX)","2011",1958789000,1826841000,NA,NA
"Scripps Health (CA)","2011",2438578000,2042231000,"Scripps Health","Y"
"Seattle Cancer Care Alliance (WA)","2011",324597000,297382000,NA,NA
"Seattle Children's Healthcare System (WA)","2011",857635000,707937000,NA,NA
"Select Medical Holdings Corporation (PA)","2011",2677518000,2560075134.61667,NA,NA
"Self Regional Healthcare (SC)","2011",377895330,364587828,NA,NA
"Sentara Healthcare (VA)","2011",3782819000,2253417000,"Sentara Healthcare","Y"
"Shands Jacksonville HealthCare (FL)","2011",530572000,501960000,NA,NA
"Shands Teaching Hospitals & Clinics Gainesville (FL)","2011",1013559000,960344000,NA,NA
"Sharp HealthCare (CA)","2011",2474878000,1607741000,"Sharp HealthCare","Y"
"Sheppard Pratt Health System (MD)","2011",288675925,243452546,NA,NA
"Shriners Hospitals for Children (FL)","2011",343768000,69990000,NA,NA
"Sid Peterson Memorial Hospital dba Peterson Regional Medical Center (TX)","2011",99635149,89683762,NA,NA
"Skagit County Public Hospital District No. 3 (WA)","2011",217542389,201795198,NA,NA
"Sky Lakes Medical Center (OR)","2011",161692207,154980913,NA,NA
"South Broward Hospital District dba Memorial Healthcare System (FL)","2011",1496585000,1395919000,NA,NA
"South Central Regional Medical Center (MS)","2011",131356285,128446797,NA,NA
"South Georgia Medical Center / Hospital Authority of Valdosta and Lowndes County Members","2011",257338000,248972000,NA,NA
"South Lake Hospital (FL)","2011",133859194,131287828,NA,NA
"South Nassau Communities Hospital (NY)","2011",374702252,386850842,NA,NA
"South Shore Health and Educational Corporation (MA)","2011",443249067,419910711,NA,NA
"Southcoast Health System, Inc. (MA)","2011",760652000,717521000,NA,NA
"Southeast Missouri Hospital Association dba SoutheastHEALTH","2011",309932791,292892036,NA,NA
"Southeastern Regional Medical Center (NC)","2011",255810914,247918717,NA,NA
"Southern New Hampshire Health System","2011",269735639,253636522,NA,NA
"Southern Ohio Medical Center","2011",294749951,261329959,NA,NA
"Southern Regional Health System (GA)","2011",276184000,216126000,NA,NA
"Southwest Community Health System (CT)","2011",285889000,274831000,NA,NA
"Southwest Health Systems (MS)","2011",37847413,37193491,NA,NA
"Southwest Louisiana Health Care System, Inc., d/b/a Lake Charles
Memorial Health System","2011",218063000,208825000,NA,NA
"Sparrow Health System (MI)","2011",1041864000,771116000,NA,NA
"Spartanburg Regional Healthcare System (SC)","2011",729654000,708071000,NA,NA
"Spectrum Health (MI)","2011",3806772000,1479779000,"Spectrum Health","Y"
"SSM Health Care (MO)","2011",2996286000,2811250000,"SSM Health","Y"
"St Luke's Health Corporation (MO)","2011",435596000,409524000,NA,NA
"St. Anthony’s Medical Center and Affiliates","2011",456082000,425530000,NA,NA
"St. Charles Health System (OR)","2011",468735000,449622000,NA,NA
"St. Clair Health Corporation (PA)","2011",261627000,230123000,NA,NA
"St. Elizabeth Healthcare (KY)","2011",924998000,907247000,NA,NA
"St. George Corporation (owner of Palos Community Hospital) (IL)","2011",338834000,322706000,NA,NA
"St. Joseph's Healthcare Systems (NJ)","2011",699383000,578456000,NA,NA
"St. Joseph's Hospital Health Center (NY)","2011",467274920,446430696,NA,NA
"St. Luke's University Health Network (PA)","2011",844967461,817946601,NA,NA
"Stamford Health, Inc. (CT)","2011",465952000,441135000,NA,NA
"Stanford Health care (CA)","2011",2232882000,2041469000,"Stanford Health Care","Y"
"Steward Health Care System, LLC (MA)","2011",1603534000,1356704000,NA,NA
"Stormont-Vail Healthcare (KS)","2011",519124429,486024373,NA,NA
"Summa Health System (OH)","2011",1300257000,783895000,"Summa Health System","Y"
"SunLink Health Systems, Inc. (GA)","2011",113116000,120348000,NA,NA
"Susquehanna Health System (PA)","2011",394514747,363235166,NA,NA
"Sutter Health (CA)","2011",9.065e+09,7.753e+09,"Sutter Health","Y"
"Swedish Covenant Hospital (IL)","2011",240023000,215647000,NA,NA
"SwedishAmerican Hospital and Subsidiary (IL)","2011",421852000,365754000,NA,NA
"Sylvania Franciscan Health (OH)","2011",596053259,549483636,NA,NA
"Tallahassee Memorial Healthcare (FL)","2011",464416076,458087944,NA,NA
"Tanner Health System (GA)","2011",321394591,315008731,NA,NA
"Temple University Health System (PA)","2011",1010807000,967083000,NA,NA
"Tenet Healthcare Corporation (TX)","2011",8.095e+09,8.654e+09,"Tenet Healthcare","Y"
"Texas Children's Hospital","2011",1733198000,1081496000,NA,NA
"Texas Health Resources","2011",3511090000,3284710000,"Texas Health Resources","Y"
"The Carle Foundation (IL)","2011",1677609000,497347000,NA,NA
"ThedaCare, Inc. (WI)","2011",726292000,655820000,NA,NA
"Thomas Health System, Inc. (WV)","2011",241159145,232765207,NA,NA
"Tift County Hospital Authority","2011",252006000,255292000,NA,NA
"Torrance Health Association (CA)","2011",443099000,373036000,NA,NA
"Touro Infirmary (LA)","2011",250273553,237096115,NA,NA
"Trinitas Regional Medical Center (NJ)","2011",287360365,204986070,NA,NA
"Trinity-Mother Frances Hospitals And Clinics (TX)","2011",630169364,587167940,NA,NA
"Trinity Health (CHE Trinity) (MI)","2011",7809503000,6172644000,"Trinity Health","N"
"Trinity Hospital Holding Company (OH)","2011",189558000,172922999,NA,NA
"Tufts Medical Center (MA)","2011",862709000,675709000,NA,NA
"Tuomey Healthcare System (SC)","2011",195619374,193797713,NA,NA
"UAB (University of Alabama Birmingham) Health System","2011",1119242000,981185000,"UAB Medicine","Y"
"UF Health Shands","2011",1013559000,960344000,"UF Health Shands","Y"
"UMass Memorial Health Care (MA)","2011",2197750000,2014247000,NA,NA
"UNC Health Care System","2011",1164427333,1027785502,"UNC Health Care","Y"
"Union Hospital Inc (IN)","2011",433892822,428411374,NA,NA
"United Health Services, Inc. (NY)","2011",449086839,415137272,NA,NA
"United Surgical Partners International (TX)","2011",367741000,408746000,NA,NA
"UnityPoint Health a/k/a Iowa Health System and Subsidiaries","2011",2522330000,2233830000,"UnityPoint Health","Y"
"Universal Health Services, Inc. (PA)","2011",6760222000,6760222000,NA,NA
"University General Health System, Inc. (TX)","2011",66735946,66970185,NA,NA
"University Health Care System (GA)","2011",393317616,386063704,NA,NA
"University Health System, Inc. (TN)","2011",547907866,504962895,NA,NA
"University Hospitals (OH)","2011",2125236000,1970418000,"University Hospitals","Y"
"University of California - Davis","2011",1287908000,1247655000,NA,NA
"University of California - Irvine","2011",706018000,675211000,NA,NA
"University of California - Los Angeles","2011",1736269000,1656724000,"UCLA Health","Y"
"University of California - San Diego","2011",970192000,899949000,NA,NA
"University of California - San Francisco","2011",1921763000,1864052000,"University of California, San Francisco","Y"
"University of California Health System","2011",6622150000,6343591000,NA,NA
"University of Chicago Medicine (IL)","2011",1338975000,1113690000,"University of Chicago Medical Center","Y"
"University of Iowa Hospitals and Clinics","2011",1061999000,988234000,NA,NA
"University of Maryland Medical System","2011",2270044000,2093403000,"University of Maryland Medical System","N"
"University of Missouri Health Care","2011",648178000,594517000,NA,NA
"University of Pennsylvania Health System","2011",3334296000,3044252000,NA,NA
"University of Rochester Medical Center (Strong Memeorial Hospital (NY)","2011",1097217361,1030694124,"University of Rochester Medical Center","N"
"University of Utah Health Care","2011",927019000,910045000,NA,NA
"University of Vermont Health Network Formerly known as Fletcher Allen Health Care Inc (VT)","2011",946850000,816879000,NA,NA
"UPMC (PA)","2011",9123325000,4846956000,"UPMC","Y"
"USMD Holdings (TX)","2011",48987000,46838303.4659213,NA,NA
"UTHealth","2011",767748114.25,186696236.47,"UTHealth","Y"
"UVA Health System","2011",1159756460,1042100331,NA,NA
"UVMC (OH)","2011",175580000,176285000,NA,NA
"Vail Health Services (CO)","2011",208226544,192615628,NA,NA
"Valley Health System (VA)","2011",604929000,652552000,NA,NA
"Vanguard Health Systems (merged with Tenet) (TN)","2011",4580300000,3712300000,NA,NA
"Verity Health System of California, Inc., (Daughters of Charity Health System)","2011",1364946000,1210220000,NA,NA
"Vidant Health (University Health Systems of Eastern Carolina) (NC)","2011",1263172000,1251990000,NA,NA
"Village Improvement Association of Doylestown (PA)","2011",253906050,220326558,NA,NA
"Virginia Hospital Center Arlington Health System","2011",363687468,356712590,NA,NA
"Virtua Health (NJ)","2011",1084685000,1027601000,"Virtua","Y"
"Wake Forest Baptist Medical Center (NC)","2011",1859371000,1414218000,NA,NA
"WakeMed Health & Hospitals (NC)","2011",989013000,953659000,NA,NA
"Washington Hospital Healthcare System (Washington Township) (CA)","2011",491885000,464021000,NA,NA
"Wayne Health Corp (NC)","2011",197942712,181480799,NA,NA
"Wellmont Health System (TN)","2011",771696000,729592000,NA,NA
"WellSpan Health (PA)","2011",1194790000,1046683000,"WellSpan Health","Y"
"West Georgia Medical Center, Inc. and Affiliates","2011",153683336,149256984,NA,NA
"West Jefferson Medical Center (LA)","2011",245713110,229407049,NA,NA
"West Penn Allegheny Health System (PA)","2011",1599225000,1503824000,NA,NA
"West Virginia United Health System, Inc.","2011",1331268000,1196563000,NA,NA
"Westchester County Healthcare Corporation (NY)","2011",863765028,859728521,NA,NA
"Western Connecticut Health Network","2011",732955609,694059651,NA,NA
"Western Maryland Health System","2011",305187000,285425000,NA,NA
"Western Missouri Medical Center","2011",72497310,71156441,NA,NA
"White Plaines Hospital Medical Center (NY)","2011",306260467,299383924,NA,NA
"Windham Community Memorial Hospital (CT)","2011",84739876,82490266,NA,NA
"Woman's (The) Hospital Foundation (LA)","2011",240701490,198822278,NA,NA
"Wyoming Medical Center","2011",206955019,200319743,NA,NA
"Yale New Haven Health System (CT)","2011",1502969000,1415667000,"Yale New Haven Health","Y"
"Yavapai Regional (AZ)","2011",239799652,232375909,NA,NA
"Yuma Regional Medical Center and Affiliates (AZ)","2011",329207772,299434387,NA,NA
"Abington Health (PA)","2012",767213646,730477891,NA,NA
"Acadia Healthcare Company, Inc. (TN)","2012",395035000,407461000,NA,NA
"Adena Health System (OH)","2012",407184108,380221489,NA,NA
"Adventist Health System (FL)","2012",7341913000,7014461000,"Adventist Health System (FL)","Y"
"Adventist Health West (CA)","2012",2925548000,2704117000,"Adventist Health (CA)","Y"
"Adventist HealthCare (MD)","2012",657047960,614062223,NA,NA
"Advocate Aurora Health","2012",9215257000,7660887000,"Advocate Aurora Health","Y"
"Agnesian HealthCare (WI)","2012",398592000,386682000,NA,NA
"Akron General Health System (OH)","2012",595965000,565543000,NA,NA
"Albany Medical Center Hospital (NY)","2012",951757000,834891000,NA,NA
"Albert Einstein Healthcare Network (PA)","2012",823706000,870823000,NA,NA
"Alice Hyde Medical Center (NY)","2012",68600321,63571321,NA,NA
"All Children's Hospital (FL)","2012",350684000,346759000,NA,NA
"Allegiance Health Management (LA)","2012",406228933,399067579,NA,NA
"Allina Health (MN)","2012",3350820000,3096915000,NA,NA
"Altru Health System (ND)","2012",454872382,423222673,NA,NA
"AnMed Health (SC)","2012",574911063,514576825,NA,NA
"Anne Arundel Health System (MD)","2012",509197000,527335000,NA,NA
"Antelope Valley Healthcare District (CA)","2012",350212135,345341111,NA,NA
"Appalachian Regional Healthcare, Inc. (KY)","2012",547662051,513776682,NA,NA
"Archbold Medical Center (GA)","2012",335581343,307884511,NA,NA
"Asante Health System (OR)","2012",585370000,503867000,NA,NA
"Ascension Health (MO)","2012",15648533000,14325388000,"Ascension","Y"
"Ashland Hospital Corporation d/b/a King's Daughters Medical Center (KY)","2012",572764403,534448406,NA,NA
"Athens Regional Health Services (GA)","2012",419305283,377607554,NA,NA
"AtlantiCare (NJ)","2012",663387000,611831000,NA,NA
"Atrium Health System (OH)","2012",251865000,233985000,NA,NA
"Augusta Healthcare (VA)","2012",294691101,259395395,NA,NA
"Avera Health (SD)","2012",1294532217,1156232049,"Avera Health","Y"
"Banner Health (AZ)","2012",5177298000,4388462000,"Banner Health","Y"
"Baptist Health (AR)","2012",867181000,757150000,NA,NA
"Baptist Health Care Corporation (FL)","2012",647534000,474250000,NA,NA
"Baptist Health South Florida","2012",2289282822,1971319499,"Baptist Health South Florida","Y"
"Baptist Health System, Inc. FL","2012",1297927000,1129065000,NA,NA
"Baptist Healthcare System, Inc. and Affiliates (KY)","2012",1707699000,1407096000,NA,NA
"Baptist Memorial Health Care Corp. (TN)","2012",1914327000,1753703000,NA,NA
"Barnabas Health (NJ)","2012",2550948000,2347807000,NA,NA
"Barrett Hospital & HealthCare (MT)","2012",25905030,26058345,NA,NA
"Baxter Regional Health System (AR)","2012",164513485,157570699,NA,NA
"Bay Health Medical Center (DE)","2012",455938756,440348978,NA,NA
"BayCare Health System (FL)","2012",2649322000,2320410000,"BayCare Health System","Y"
"Baylor Health Care System (BaylorScott & White Health) (TX)","2012",3808809000,3681707000,NA,NA
"Baystate Health System, Inc. (MA)","2012",1679359000,1062503000,NA,NA
"Beacon Health System (IN)","2012",948298000,845787000,NA,NA
"Beaumont Health System (MI)","2012",2294337000,2118306000,"Beaumont Health","Y"
"Beebe Medical Center (DE)","2012",270842366,267024208,NA,NA
"Beloit Health System (WI)","2012",193748738,182334188,NA,NA
"Benefis Health System (MT)","2012",343919771,317767418,NA,NA
"Berkshire Health Systems, Inc. (MA)","2012",427790916,391938630,NA,NA
"Beth Israel Deaconess Medical Center","2012",1856752465,1509882000,"Beth Israel Deaconess Medical Center","Y"
"Bethesda Healthcare System (FL)","2012",312294874,259545292,NA,NA
"Bexar County Hospital District d/b/a University Health System (TX)","2012",1064115000,462133000,NA,NA
"BJC HealthCare (MO)","2012",4048800000,3709100000,"BJC HealthCare","Y"
"Blanchard Valley Health System (OH)","2012",283856000,251967000,NA,NA
"Blount Memorial Hospital (TN)","2012",185693566,167085932,NA,NA
"Blue Ridge Healthcare (NC)","2012",231830666,214089964,NA,NA
"Boca Raton Regional Hospital (FL)","2012",333876827,320140129,NA,NA
"Bon Secours Health System, Inc. (MD)","2012",3202835000,3087573000,"Bon Secours Health System","Y"
"Boston Children's Hospital (MA)","2012",1907984000,1375441000,NA,NA
"Boulder Community Health (CO)","2012",306303905,272924702,NA,NA
"Bozeman Health Services (MT)","2012",201084451,184311130,NA,NA
"Bronx-Lebanon Hospital Center (NY)","2012",589351892,536854358,NA,NA
"Brookdale University Hospital and Medical Center (NY)","2012",494201000,281702000,NA,NA
"Brookhaven Health Care Services Corporation (NY)","2012",287135612,268478110,NA,NA
"Broward Health dba North Broward Hospital District (FL)","2012",1092118000,868568000,NA,NA
"Butler Health System (PA)","2012",246127890,233398638,NA,NA
"Cadence Health (IL)","2012",1001956000,956362000,NA,NA
"Calvert Health System (MD)","2012",136435498,125353506,NA,NA
"Campbell County Hospital District (WY)","2012",140983709,116106596,NA,NA
"Cape Cod Healthcare, Inc. (MA)","2012",688271386,663020271,NA,NA
"Cape Fear Valley Health Systems (dba Cumberland County Hospital System) (NC)","2012",736389000,703131000,NA,NA
"Capella Healthcare (TN)","2012",700600000,718200000,NA,NA
"Capital Region Medical Center (MO)","2012",160923185,156866438,NA,NA
"Care New England System (RI)","2012",859531215,761851737,NA,NA
"CareGroup (MA)","2012",2482854000,2020248000,NA,NA
"Carilion Clinic (VA)","2012",1381406000,1188204000,"Carilion Clinic","Y"
"Carolinas HealthCare System (NC)","2012",4400961000,3732730000,"Atrium Health","Y"
"Caromont Health (NC)","2012",480839619,476068839,NA,NA
"Carroll Hospital Center (MD)","2012",258928000,249435000,NA,NA
"Catholic Health Initiatives (CO)","2012",8917229000,8515401000,"Catholic Health Initiatives","N"
"Catholic Health Services of Long Island (NY)","2012",2056272000,1877053000,NA,NA
"Catholic Health System (NY)","2012",880373000,858850000,NA,NA
"Cedars-Sinai Medical Center (CA)","2012",2559782000,2271713000,"Cedars-Sinai","Y"
"Centegra Health System (IL)","2012",403285000,380266000,NA,NA
"CentraCare Health (MN)","2012",823232480,825772843,NA,NA
"Central Florida Health Alliance","2012",379359000,370549000,NA,NA
"Central Washington Hospital & Clinics","2012",211874752,199907487,NA,NA
"CentraState Healthcare System (NJ)","2012",280160000,237132000,NA,NA
